pincode,city,state,global_cargo_region,is_oda,deliverable,safexpress_is_oda,bluedart_region
306307,Beawar,Rajasthan,,0,1,,
581340,Sirsi,Karnataka,,0,1,,
465113,Polay Kalan,Madhya Pradesh,,0,1,,
518021,Kurnool,Andhra Pradesh,,1,1,0,
521225,Vijayawada,Andhra Pradesh,,0,1,0,
700043,Kolkata,West Bengal,,0,1,0,
136027,Kaithal,Haryana,,1,1,,
691307,Ayoor,Kerala,,1,1,,
502321,Zahirabad,Telangana,,1,1,,
403502,Goa,Goa,,0,1,,
144221,Dasuya,Punjab,,1,1,,
122100,Gurgaon,Haryana,,0,1,0,
686695,Perumbavoor,Kerala,,0,1,,
276304,Shahganj,Uttar Pradesh,,1,1,,
700136,Kolkata,West Bengal,,0,1,0,
462014,Bhopal,Madhya Pradesh,,1,1,,
572130,Kunigal,Karnataka,,1,1,,
582206,Kerur,Karnataka,,0,1,,
628206,Tiruchendur,Tamil Nadu,,1,1,,
752035,Balugaon,Orissa,,0,1,,
755026,Jajpur,Orissa,,1,1,,
533343,Bikkavolu,Andhra Pradesh,,0,1,,
690544,Kollam,Kerala,,1,1,,
334302,Kolayat,Rajasthan,,0,1,,
561208,Gauribidanur,Karnataka,,1,1,,
781122,Guwahati,Assam,,0,1,,
680689,Chalakudy,Kerala,,1,1,,
148004,Sangrur,Punjab,,1,1,0,
460660,Multai,Madhya Pradesh,,0,1,,
576229,Kundapura,Karnataka,,0,1,,
413211,Kurduwadi,Maharashtra,,0,1,,
470004,Sagar,Madhya Pradesh,,0,1,,
632002,Vellore,Tamil Nadu,,0,1,,
175031,Nihri,Himachal Pradesh,,0,1,,
277402,Ballia,Uttar Pradesh,,0,1,,
845416,Motihari,Bihar,,0,1,,
521344,Kaikaluru,Andhra Pradesh,,1,1,,
182161,Chenani,Jammu & Kashmir,,0,1,,
516391,Pulivendula,Andhra Pradesh,,1,1,,
180004,Jammu,Jammu & Kashmir,,0,1,0,
643240,Gudalur,Tamil Nadu,,1,1,,
722204,Barjora,West Bengal,,1,1,,
344502,Ramsar,Rajasthan,,1,1,,
344703,Barmer,Rajasthan,,1,1,,
632003,Vellore,Tamil Nadu,,0,1,,
148027,Patran,Punjab,,0,1,,
571610,Mysore,Karnataka,,0,1,,
144008,Jalandhar,Punjab,,0,1,0,
361006,Jamnagar,Gujarat,,0,1,0,
323304,Rawatbhata,Rajasthan,,1,1,,
394190,Kadodara,Gujarat,,0,1,,
227807,Amethi,Uttar Pradesh,,1,1,,
341504,Degana,Rajasthan,,0,1,,
146023,Hoshiarpur,Punjab,,1,1,0,
627051,Tirunelveli,Tamil Nadu,,1,1,,
828302,Dhanbad,Jharkhand,,0,1,0,
440006,Nagpur,Maharashtra,,0,1,0,
795133,Moirang,Manipur,,0,1,,
686001,Kottayam,Kerala,,0,1,,
121009,Faridabad,Haryana,,0,1,0,
132122,Samalkha,Haryana,,0,1,,
176204,Palion,Himachal Pradesh,,0,1,,
624004,Dindigul,Tamil Nadu,,0,1,,
628303,Tirunelveli,Tamil Nadu,,0,1,,
486002,Rewa,Madhya Pradesh,,0,1,,
712104,Dankuni,West Bengal,,0,1,0,
522613,Macherla,Andhra Pradesh,,1,1,,
614612,Peravurani,Tamil Nadu,,1,1,,
756137,Bhadrak,Orissa,,1,1,,
305801,Kishangarh,Rajasthan,,0,1,,
515731,Anantapur,Andhra Pradesh,,0,1,,
532284,Sompeta,Andhra Pradesh,,1,1,,
415524,Koregaon,Maharashtra,,0,1,,
625120,Ponnamaravathi,Tamil Nadu,,1,1,0,
516004,Cuddapah,Andhra Pradesh,,0,1,,
843121,Dholi,Bihar,,1,1,,
431114,Sillod,Maharashtra,,1,1,,
441203,Umred,Maharashtra,,0,1,,
229416,Kunda,Uttar Pradesh,,0,1,,
581306,Karwar,Karnataka,,1,1,,
193501,Bandipora,Jammu & Kashmir,,0,1,,
384345,Vadnagar,Gujarat,,0,1,,
522007,Guntur,Andhra Pradesh,,0,1,,
602001,Sriperumbudur,Tamil Nadu,,0,1,0,
391740,Vadodara,Gujarat,,0,1,0,
422620,Alephata,Maharashtra,,0,1,,
560016,Bangalore,Karnataka,,0,1,0,
742152,Murshidabad,West Bengal,,1,1,,
534122,Tanuku,Andhra Pradesh,,0,1,,
636451,Salem,Tamil Nadu,,1,1,,
641405,Coimbatore,Tamil Nadu,,1,1,0,
574218,Sullia,Karnataka,,1,1,,
841234,Siwan,Bihar,,0,1,,
614803,Peravurani,Tamil Nadu,,1,1,,
205268,Mainpuri,Uttar Pradesh,,1,1,,
571802,Nagamangala,Karnataka,,1,1,,
686721,Muvattupuzha,Kerala,,0,1,,
360550,Porbandar,Gujarat,,1,1,,
301708,Neemrana,Rajasthan,,1,1,,
583105,Bellary,Karnataka,,0,1,,
441908,Pauni,Maharashtra,,1,1,,
828135,Dhanbad,Jharkhand,,0,1,,
523367,Giddalur,Andhra Pradesh,,0,1,,
177213,Amb,Himachal Pradesh,,1,1,,
768217,Brajrajnagar,Orissa,,1,1,,
741507,Hanskhali,West Bengal,,1,1,,
123507,Gurgaon,Haryana,,0,1,0,
794109,Lakhipur,Assam,,0,1,,
110106,Delhi,Delhi,,0,1,0,
741101,Krishnanagar,West Bengal,,0,1,,
571429,Maddur,Karnataka,,0,1,,
425426,Navapur,Maharashtra,,0,1,,
613705,Thiruvarur,Tamil Nadu,,0,1,,
577232,Thirthahalli,Karnataka,,1,1,,
247002,Saharanpur,Uttar Pradesh,,0,1,,
228151,Kumarganj,Uttar Pradesh,,0,1,,
814149,Madhupur,Jharkhand,,0,1,,
690561,Tiruvalla,Kerala,,0,1,,
392011,Ankleshwar,Gujarat,,0,1,,
461116,Hoshangabad,Madhya Pradesh,,1,1,,
743510,Kolkata,West Bengal,,0,1,,
622105,Thanjavur,Tamil Nadu,,0,1,,
425408,Shindkheda,Maharashtra,,1,1,,
626526,Theni,Tamil Nadu,,1,1,,
444404,Digras,Maharashtra,,1,1,,
721125,Jhargram,West Bengal,,1,1,,
534452,Dwaraka Tirumala,Andhra Pradesh,,0,1,,
627601,Ambasamudram,Tamil Nadu,,1,1,,
203395,Dibai,Uttar Pradesh,,1,1,,
743744,Basirhat,West Bengal,,0,1,0,
415722,Khed,Maharashtra,,1,1,,
284003,Jhansi,Uttar Pradesh,,0,1,0,
144517,Nawanshahr,Punjab,,0,1,,
721457,Dantan,West Bengal,,1,1,,
210123,Fatehpur,Uttar Pradesh,,0,1,,
689650,Kozhenchery,Kerala,,0,1,,
682025,Aluva,Kerala,,0,1,0,
335707,Gharsana,Rajasthan,,1,1,,
274208,Barhalganj,Uttar Pradesh,,0,1,,
228411,Lal Gopalganj,Uttar Pradesh,,0,1,,
126114,Jind,Haryana,,1,1,,
713379,Rupnarayanpur,West Bengal,,0,1,0,
242127,Budaun,Uttar Pradesh,,1,1,,
752017,Nirakarpur,Orissa,,1,1,,
712246,Dankuni,West Bengal,,0,1,,
344028,Balotra,Rajasthan,,1,1,,
533341,Mandapeta,Andhra Pradesh,,0,1,,
415413,Islampur,Maharashtra,,1,1,,
174304,Bangana,Himachal Pradesh,,0,1,,
132104,Panipat,Haryana,,0,1,,
753011,Bhubaneshwar,Orissa,,0,1,0,
673017,Kozhikode,Kerala,,0,1,0,
845305,Raxaul,Bihar,,0,1,,
612303,Kumbakonam,Tamil Nadu,,0,1,,
786621,Naharkatia,Assam,,1,1,,
563161,Srinivaspur,Karnataka,,1,1,,
472118,Jatara,Madhya Pradesh,,0,1,,
721401,Contai,West Bengal,,0,1,,
627415,Tenkasi,Tamil Nadu,,1,1,,
400043,Mumbai,Maharashtra,,0,1,0,
700143,Kolkata,West Bengal,,0,1,,
642202,Pollachi,Tamil Nadu,,1,1,,
313325,Kumbhalgarh,Rajasthan,,0,1,,
695304,Thiruvananthapuram,Kerala,,0,1,,
465441,Agar,Madhya Pradesh,,1,1,,
312021,Chittaurgarh,Rajasthan,,1,1,,
590003,Belgaum,Karnataka,,0,1,0,
140802,Sirhind-Fategarh,Punjab,,1,1,,
700125,Kolkata,West Bengal,,0,1,,
326529,Ramganj Mandi,Rajasthan,,1,1,,
612402,Kumbakonam,Tamil Nadu,,0,1,,
671312,Kannur,Kerala,,0,1,,
415011,Satara,Maharashtra,,0,1,,
209210,Kanpur,Uttar Pradesh,,1,1,,
132102,Samalkha,Haryana,,1,1,0,
761200,Paralakhemundi,Orissa,,0,1,,
602107,Sriperumbudur,Tamil Nadu,,0,1,0,
621011,Thuraiyur,Tamil Nadu,,1,1,,
441207,Brahmapuri,Maharashtra,,1,1,,
360050,Jasdan,Gujarat,,0,1,,
711113,Howrah,West Bengal,,0,1,,
416315,AshtaSangli,Maharashtra,,1,1,,
395002,Surat,Gujarat,,0,1,0,
743383,Dakshin Barasat,West Bengal,,0,1,,
243407,Nawabganj-UP,Uttar Pradesh,,1,1,,
172104,Jeori,Himachal Pradesh,,0,1,,
721603,Panskura,West Bengal,,1,1,,
244102,Moradabad,Uttar Pradesh,,0,1,,
382029,Ahmedabad,Gujarat,,0,1,0,
742150,Baharampur,West Bengal,,0,1,,
679357,Malappuram,Kerala,,1,1,,
700080,Kolkata,West Bengal,,0,1,0,
843123,Muzaffarpur,Bihar,,1,1,,
271502,Colonejganj,Uttar Pradesh,,1,1,,
507301,Aswaraopeta,Telangana,,0,1,,
229204,Unchahar,Uttar Pradesh,,1,1,,
491227,Dhamtari,Chhattisgarh,,1,1,,
225205,Ramnagar-UP,Uttar Pradesh,,1,1,,
241302,Madhoganj,Uttar Pradesh,,0,1,,
262521,Pithoragarh,Uttarakhand,,1,1,,
587102,Bagalkot,Karnataka,,0,1,,
844126,Hazrat Jandaha,Bihar,,1,1,,
785618,Dergaon,Assam,,1,1,,
848516,Tajpur,Bihar,,1,1,,
471301,Malhera,Madhya Pradesh,,0,1,,
679554,Edappal,Kerala,,1,1,,
601202,Gummudipoondi,Tamil Nadu,,1,1,0,
851217,Begusarai,Bihar,,1,1,,
495330,Mungeli,Chhattisgarh,,0,1,,
560047,Bangalore,Karnataka,,0,1,0,
590015,Belgaum,Karnataka,,0,1,,
444004,Akola,Maharashtra,,0,1,,
587118,Ilkal,Karnataka,,1,1,,
711307,Howrah,West Bengal,,0,1,,
466125,Ashta,Madhya Pradesh,,1,1,,
827013,Bokaro,Jharkhand,,0,1,,
785702,Golaghat,Assam,,0,1,,
176092,Palampur,Himachal Pradesh,,1,1,,
415619,Ratnagiri,Maharashtra,,1,1,,
501511,Hyderabad,Telangana,,0,1,,
332301,Fatehpur-RJ,Rajasthan,,1,1,,
522256,Repalle,Andhra Pradesh,,1,1,,
691538,Kottarakkara,Kerala,,1,1,,
341302,Khatu Khurd,Rajasthan,,0,1,,
713211,Durgapur,West Bengal,,1,1,0,
722156,Khatra,West Bengal,,1,1,,
604601,Tiruvannamalai,Tamil Nadu,,0,1,,
412220,Shirur,Maharashtra,,0,1,,
636121,Attur,Tamil Nadu,,1,1,,
230304,Pratapgarh,Uttar Pradesh,,1,1,,
689106,Tiruvalla,Kerala,,0,1,,
202139,Hathras,Uttar Pradesh,,1,1,,
743349,Dakshin Barasat,West Bengal,,0,1,,
600064,Chennai,Tamil Nadu,,0,1,0,
641305,Mettupalayam,Tamil Nadu,,1,1,,
523368,Giddalur,Andhra Pradesh,,1,1,,
509407,Narayanpet,Telangana,,1,1,,
713515,Manteswar,West Bengal,,1,1,,
440003,Nagpur,Maharashtra,,0,1,0,
212645,Fatehpur,Uttar Pradesh,,1,1,,
333514,Buhana,Rajasthan,,0,1,,
403524,Goa,Goa,,0,1,,
192212,Anantnag,Jammu & Kashmir,,0,1,,
452012,Indore,Madhya Pradesh,,0,1,0,
848110,Samastipur,Bihar,,1,1,,
123401,Gurgaon,Haryana,,0,1,0,
627116,Vallioor,Tamil Nadu,,1,1,,
682017,Aluva,Kerala,,0,1,0,
285129,Jalaun,Uttar Pradesh,,1,1,,
676542,Edavanna,Kerala,,1,1,,
686025,Kottayam,Kerala,,0,1,,
134007,Rajpura,Punjab,,0,1,0,
533247,Razole,Andhra Pradesh,,1,1,,
600056,Chennai,Tamil Nadu,,0,1,0,
752021,Nirakarpur,Orissa,,1,1,,
805103,Nawada,Bihar,,1,1,,
783348,Bilasipara,Assam,,1,1,,
177107,Dehra Gopipur,Himachal Pradesh,,1,1,,
416511,Sawantwadi,Maharashtra,,1,1,,
635001,Krishnagiri,Tamil Nadu,,0,1,,
110512,Delhi,Delhi,,0,1,0,
521211,Nuzvid,Andhra Pradesh,,1,1,,
591241,Nipani,Karnataka,,0,1,,
400057,Mumbai,Maharashtra,,0,1,0,
503114,Padmajiwadi,Telangana,,0,1,,
209864,Unnao,Uttar Pradesh,,1,1,,
784116,Mangaldoi,Assam,,1,1,,
685618,Kuthumkal,Kerala,,0,1,,
341522,Phulera,Rajasthan,,1,1,,
230406,Patti-UP,Uttar Pradesh,,0,1,,
641655,Tirupur,Tamil Nadu,,1,1,0,
576247,Kundapura,Karnataka,,0,1,,
612702,Mayiladuthurai,Tamil Nadu,,0,1,,
762029,Phulbani,Orissa,,0,1,,
572115,Sira,Karnataka,,1,1,,
394440,Mandvi (Surat),Gujarat,,0,1,,
580005,Dharwad,Karnataka,,0,1,,
612703,Kumbakonam,Tamil Nadu,,0,1,,
627109,Vallioor,Tamil Nadu,,0,1,,
244223,Gajraula,Uttar Pradesh,,0,1,,
110053,Delhi,Delhi,,0,1,0,
334305,Bajju,Rajasthan,,1,1,,
221508,Saidabad,Uttar Pradesh,,1,1,,
605501,Viluppuram,Tamil Nadu,,0,1,0,
841414,Chhapra,Bihar,,0,1,,
766018,Jaipatna,Orissa,,1,1,,
786191,Duliajan,Assam,,1,1,,
584133,Raichur,Karnataka,,1,1,,
670565,Kannur,Kerala,,0,1,0,
210427,Mahoba,Uttar Pradesh,,0,1,,
679104,Shoranur,Kerala,,1,1,,
425442,Nandurbar,Maharashtra,,0,1,,
700101,Kolkata,West Bengal,,0,1,0,
781025,Guwahati,Assam,,0,1,0,
723215,Bhaddi,West Bengal,,1,1,,
626109,Virudhunagar,Tamil Nadu,,1,1,,
457112,Ratlam,Madhya Pradesh,,0,1,0,
263622,Danya,Uttarakhand,,0,1,,
821306,Sasaram,Bihar,,0,1,,
624102,Kodaikanal,Tamil Nadu,,1,1,,
415609,Sangameshwar,Maharashtra,,0,1,,
244001,Moradabad,Uttar Pradesh,,0,1,0,
643213,Coonoor,Tamil Nadu,,1,1,,
781008,Guwahati,Assam,,0,1,0,
676307,Kozhikode,Kerala,,1,1,,
413722,Rahuri,Maharashtra,,1,1,,
470113,Bina,Madhya Pradesh,,1,1,,
412402,Rajgurunagar,Maharashtra,,0,1,,
756169,Bhadrak,Orissa,,1,1,,
532408,Srikakulam,Andhra Pradesh,,1,1,,
678722,Akaloor,Kerala,,0,1,,
741161,Krishnanagar,West Bengal,,1,1,,
793012,Shillong,Meghalaya,,0,1,,
461772,Pipariya,Madhya Pradesh,,0,1,,
500103,Hyderabad,Telangana,,0,1,0,
495222,Bilaspur,Chhattisgarh,,0,1,,
224147,Rajesultanpur,Uttar Pradesh,,1,1,,
140701,Rajpura,Punjab,,0,1,0,
334601,Lunkaransar,Rajasthan,,1,1,,
614902,Thanjavur,Tamil Nadu,,0,1,,
132040,Panipat,Haryana,,0,1,,
585325,yedrami,Karnataka,,0,1,,
841441,Bhore,Bihar,,0,1,,
626513,Theni,Tamil Nadu,,1,1,,
600105,Chennai,Tamil Nadu,,0,1,0,
688501,Alappuzha,Kerala,,1,1,0,
143416,Patti,Punjab,,0,1,,
276123,Kerakat,Uttar Pradesh,,0,1,,
604305,Tindivanam,Tamil Nadu,,0,1,,
126112,Safidon,Haryana,,0,1,,
673516,Kuttiady,Kerala,,0,1,,
605201,Gingee,Tamil Nadu,,0,1,,
305819,Makrana,Rajasthan,,0,1,,
262723,Dhaurahara,Uttar Pradesh,,1,1,,
690108,Tiruvalla,Kerala,,1,1,,
766017,Junagarh-OR,Orissa,,0,1,,
410405,Lonavala,Maharashtra,,1,1,,
327031,Banswara,Rajasthan,,1,1,,
829111,Phusro,Jharkhand,,1,1,,
384440,Kadi,Gujarat,,0,1,,
341024,Nagaur,Rajasthan,,0,1,,
581402,Sirsi,Karnataka,,0,1,,
754113,Balikuda,Orissa,,1,1,,
534001,Eluru,Andhra Pradesh,,0,1,,
813112,Bhagalpur,Bihar,,0,1,,
581145,Ranebennur,Karnataka,,1,1,,
241125,Shahabad,Uttar Pradesh,,1,1,,
314804,Dungarpur,Rajasthan,,0,1,,
680319,Thrissur,Kerala,,1,1,0,
515303,Madakasira,Andhra Pradesh,,1,1,,
531085,Narsipatnam,Andhra Pradesh,,1,1,,
602109,Chennai,Tamil Nadu,,0,1,0,
680609,Thrissur,Kerala,,1,1,0,
609204,Mayiladuthurai,Tamil Nadu,,1,1,,
307022,Pindwara,Rajasthan,,1,1,,
765002,Raygada,Orissa,,1,1,,
523346,CumbumAP,Andhra Pradesh,,0,1,,
638460,Tirupur,Tamil Nadu,,1,1,,
576226,Manipal,Karnataka,,0,1,,
362250,Keshod,Gujarat,,1,1,,
628716,Kovilpatti,Tamil Nadu,,0,1,,
688502,Alappuzha,Kerala,,1,1,0,
242306,Shahjahanpur,Uttar Pradesh,,0,1,,
147003,Patiala,Punjab,,0,1,,
741257,Kalyani,West Bengal,,1,1,,
445105,Arni,Maharashtra,,0,1,,
731123,Dubrajpur,West Bengal,,1,1,,
679503,Cherpulassery,Kerala,,0,1,,
494002,Jagdalpur,Chhattisgarh,,0,1,,
743124,Bongaon,West Bengal,,1,1,,
678732,Palakkad,Kerala,,0,1,,
605757,Thirukoilure,Tamil Nadu,,1,1,,
583233,Hospet,Karnataka,,1,1,,
184202,Billawar,Jammu & Kashmir,,0,1,,
641103,Coimbatore,Tamil Nadu,,0,1,0,
784153,Tezpur,Assam,,1,1,,
577213,Channagiri,Karnataka,,0,1,,
572221,Turuvukere,Karnataka,,0,1,,
176001,Kangra,Himachal Pradesh,,1,1,,
411007,Pune,Maharashtra,,0,1,0,
563123,Chintamani,Karnataka,,0,1,,
276301,Azamgarh,Uttar Pradesh,,0,1,,
134116,Chandigarh,Chandigarh,,0,1,0,
632314,Arani,Tamil Nadu,,1,1,,
477105,Bhind,Madhya Pradesh,,1,1,,
736159,Cooch Behar,West Bengal,,1,1,,
508115,Bhuvanagiri,Telangana,,1,1,,
383450,Idar,Gujarat,,0,1,,
431604,Nanded,Maharashtra,,1,1,,
533105,Rajahmundry,Andhra Pradesh,,0,1,,
176304,Dalhousie,Himachal Pradesh,,1,1,,
587114,Rona,Karnataka,,1,1,,
583202,Hospet,Karnataka,,1,1,,
490022,Durg,Chhattisgarh,,0,1,,
242001,Shahjahanpur,Uttar Pradesh,,0,1,0,
273017,Gorakhpur,Uttar Pradesh,,0,1,0,
533249,Razole,Andhra Pradesh,,1,1,,
421503,Greater Thane,Maharashtra,,0,1,,
441206,Brahmapuri,Maharashtra,,1,1,,
635710,Tiruppattur,Tamil Nadu,,1,1,,
591307,Gokak,Karnataka,,0,1,,
321415,Rupbas,Rajasthan,,,0,0,
221306,Gopiganj,Uttar Pradesh,,1,1,,
482010,Jabalpur,Madhya Pradesh,,0,1,,
457552,Ratlam,Madhya Pradesh,,1,1,0,
230142,Patti-UP,Uttar Pradesh,,1,1,,
497451,Manendragarh,Chhattisgarh,,1,1,,
229216,Lalganj,Uttar Pradesh,,1,1,,
623612,Muthukulathur,Tamil Nadu,,,0,0,
442001,Wardha,Maharashtra,,1,1,0,
625708,Madurai,Tamil Nadu,,0,1,,
576103,Manipal,Karnataka,,0,1,,
761030,Kodala,Orissa,,1,1,,
688567,Alappuzha,Kerala,,0,1,,
600021,Chennai,Tamil Nadu,,0,1,0,
209724,Farrukhabad,Uttar Pradesh,,1,1,,
226023,Lucknow,Uttar Pradesh,,0,1,0,
518165,Betamcherla,Andhra Pradesh,,0,1,,
679101,Shoranur,Kerala,,1,1,,
403703,Goa,Goa,,0,1,,
608701,Lalpet,Tamil Nadu,,1,1,,
829101,Ramgarh,Jharkhand,,0,1,,
754142,Paradip,Orissa,,0,1,,
209722,Kannauj,Uttar Pradesh,,0,1,,
581128,Haveri,Karnataka,,0,1,,
731255,Bolpur,West Bengal,,0,1,,
769041,Rourkela,Orissa,,0,1,,
400072,Mumbai,Maharashtra,,0,1,0,
686600,Kottayam,Kerala,,1,1,0,
413216,Akkalkot,Maharashtra,,0,1,,
769004,Rourkela,Orissa,,0,1,,
802316,Arrah,Bihar,,0,1,,
610106,Thiruvarur,Tamil Nadu,,1,1,,
262534,Berinag,Uttarakhand,,0,1,,
441302,Katol,Maharashtra,,1,1,,
670330,Kannur,Kerala,,0,1,,
713357,Rupnarayanpur,West Bengal,,1,1,,
713372,Asansol,West Bengal,,1,1,,
743245,Bongaon,West Bengal,,1,1,,
501203,Hyderabad,Telangana,,0,1,,
613204,Thirukkattupalli,Tamil Nadu,,0,1,,
431713,Bhokar,Maharashtra,,1,1,,
581317,Karwar,Karnataka,,1,1,,
534003,Eluru,Andhra Pradesh,,0,1,,
535003,Vizianagaram,Andhra Pradesh,,1,1,,
673634,Kozhikode,Kerala,,0,1,,
415621,Khed,Maharashtra,,1,1,,
506104,Mahabubabad,Telangana,,1,1,,
848504,Mohiuddin Nagar,Bihar,,0,1,,
283142,Shikohabad,Uttar Pradesh,,0,1,,
531028,Chodavaram,Andhra Pradesh,,0,1,,
224181,Rajesultanpur,Uttar Pradesh,,1,1,,
484117,Anuppur,Madhya Pradesh,,1,1,,
683557,Perumbavoor,Kerala,,1,1,0,
177039,Bangana,Himachal Pradesh,,0,1,,
638115,Erode,Tamil Nadu,,0,1,0,
637401,Salem,Tamil Nadu,,0,1,,
673640,Kozhikode,Kerala,,1,1,,
148104,Raikot,Punjab,,1,1,,
854101,Kursela,Bihar,,0,1,,
783121,Goalpara,Assam,,1,1,,
679537,Sankaramangalam,Kerala,,1,1,0,
743221,Kolkata,West Bengal,,0,1,,
843126,Muzaffarpur,Bihar,,1,1,,
700158,Kolkata,West Bengal,,1,1,,
247232,Saharanpur,Uttar Pradesh,,0,1,,
686030,Kottayam,Kerala,,1,1,,
312207,Chittaurgarh,Rajasthan,,0,1,,
571442,Kollegala,Karnataka,,0,1,,
262725,Lakhimpur,Uttar Pradesh,,1,1,,
804427,Makhdumpur,Bihar,,1,1,,
622505,Pudukkottai,Tamil Nadu,,0,1,,
691300,Kollam,Kerala,,1,1,0,
768107,Kuchinda,Orissa,,1,1,,
670018,Kannur,Kerala,,0,1,,
160070,Mohali,Punjab,,0,1,0,
793102,Nongpoh,Meghalaya,,1,1,,
494230,keshkal,Chhattisgarh,,0,1,,
515425,Anantapur,Andhra Pradesh,,0,1,,
223105,Shahganj,Uttar Pradesh,,1,1,,
636003,Salem,Tamil Nadu,,0,1,0,
413712,Loni,Maharashtra,,1,1,,
504299,Babasagar,Telangana,,0,1,,
522009,Guntur,Andhra Pradesh,,0,1,,
444726,Morshi,Maharashtra,,0,1,0,
848109,Samastipur,Bihar,,1,1,,
522259,Repalle,Andhra Pradesh,,1,1,,
394652,Songadh,Gujarat,,0,1,,
413118,Akluj,Maharashtra,,1,1,,
622506,Pudukkottai,Tamil Nadu,,0,1,,
786192,Tinsukia,Assam,,0,1,,
509382,Mahabubnagar,Telangana,,1,1,,
752019,Nirakarpur,Orissa,,1,1,,
754011,Adaspur,Orissa,,0,1,,
360012,Rajkot,Gujarat,,1,1,,
202138,Aligarh,Uttar Pradesh,,0,1,,
606704,Uthangarai,Tamil Nadu,,0,1,,
576211,Kundapura,Karnataka,,0,1,,
600076,Chennai,Tamil Nadu,,0,1,0,
600023,Chennai,Tamil Nadu,,0,1,0,
176095,Sujanpur,Himachal Pradesh,,1,1,,
743424,Kolkata,West Bengal,,1,1,,
782143,Kaliabor,Assam,,1,1,,
144503,Phagwara,Punjab,,1,1,,
148101,Barnala,Punjab,,0,1,0,
757106,Raj Berhampur,Orissa,,0,1,,
676553,Malappuram,Kerala,,1,1,,
631207,Sholinghur,Tamil Nadu,,0,1,,
160065,Mohali,Punjab,,0,1,0,
626139,Rajapalayam,Tamil Nadu,,0,1,,
323303,Rawatbhata,Rajasthan,,1,1,,
625532,Usilampatti,Tamil Nadu,,1,1,,
328023,Kheragarh,Uttar Pradesh,,0,1,,
561209,Bagepalli,Karnataka,,0,1,,
607005,Cuddalore,Tamil Nadu,,1,1,,
713517,Katwa,West Bengal,,1,1,,
711408,Dankuni,West Bengal,,1,1,,
781141,Chhaygaon,Assam,,1,1,,
333011,Jhunjhunu,Rajasthan,,0,1,,
412802,Khandala,Maharashtra,,1,1,,
841209,Ekma,Bihar,,1,1,,
762109,Balliguda,Orissa,,0,1,,
761135,Bhanjanagar,Orissa,,1,1,0,
412412,Alephata,Maharashtra,,1,1,,
799114,Udaipur-TR,Tripura,,1,1,,
384207,Mehsana,Gujarat,,1,1,,
609605,Karaikal,Pondicherry,,1,1,,
518510,Sirvella,Andhra Pradesh,,0,1,,
177028,Sujanpur,Himachal Pradesh,,0,1,,
848503,Dalsingh Sarai,Bihar,,1,1,,
209115,Pukhrayan,Uttar Pradesh,,1,1,,
305812,Kishangarh,Rajasthan,,0,1,,
742302,Murshidabad,West Bengal,,1,1,,
766101,Kesinga,Orissa,,1,1,,
816116,Rajmahal,Jharkhand,,0,1,,
833219,Seraikella,Jharkhand,,1,1,,
824218,Aurangabad-BR,Bihar,,1,1,,
144007,Jalandhar,Punjab,,0,1,0,
844129,Buxar,Bihar,,,0,,
452008,Indore,Madhya Pradesh,,0,1,0,
403724,Goa,Goa,,0,1,0,
331518,Sujangarh,Rajasthan,,1,1,,
180016,Jammu,Jammu & Kashmir,,0,1,0,
835205,Ranchi,Jharkhand,,0,1,,
176215,Dharamshala,Himachal Pradesh,,0,1,,
431714,Loha,Maharashtra,,1,1,,
305404,Kekri,Rajasthan,,0,1,,
304022,Chaksu,Rajasthan,,1,1,,
563126,Kolar,Karnataka,,0,1,,
682010,Aluva,Kerala,,0,1,0,
571174,Chamarajanagar,Karnataka,,1,1,0,
627106,Nagercoil,Tamil Nadu,,0,1,,
122220,Gurgaon,Haryana,,0,1,,
383276,Modasa,Gujarat,,1,1,,
144407,Phagwara,Punjab,,0,1,0,
415802,Lanja,Maharashtra,,0,1,,
612002,Mayiladuthurai,Tamil Nadu,,0,1,,
142022,Ludhiana,Punjab,,0,1,0,
416541,Ratnagiri,Maharashtra,,0,1,,
585283,Shorapur,Karnataka,,1,1,,
829204,Barwadih,Jharkhand,,0,1,,
759021,Dhenkanal,Orissa,,0,1,,
456009,Ujjain,Madhya Pradesh,,0,1,0,
505327,Jagtial,Telangana,,1,1,,
488441,Amanganj,Madhya Pradesh,,0,1,,
700071,Kolkata,West Bengal,,0,1,0,
524236,Pamuru,Andhra Pradesh,,0,1,,
742174,Nowda,West Bengal,,1,1,,
577573,Davangere,Karnataka,,1,1,,
843302,Sitamarhi,Bihar,,0,1,,
636503,Salem,Tamil Nadu,,1,1,,
515741,Kalyandurg,Andhra Pradesh,,0,1,,
515311,Madakasira,Andhra Pradesh,,0,1,,
301712,Khairthal,Rajasthan,,0,1,,
571605,Mysore,Karnataka,,0,1,,
201011,Ghaziabad,Uttar Pradesh,,0,1,0,
712258,Dankuni,West Bengal,,0,1,,
799008,Agartala,Tripura,,0,1,,
722161,Mirzapur-WB,West Bengal,,1,1,,
134113,Chandigarh,Chandigarh,,0,1,0,
206120,Bakewar,Uttar Pradesh,,1,1,,
133104,Rajpura,Punjab,,0,1,0,
813227,Sultanganj,Bihar,,0,1,0,
626127,Sivakasi,Tamil Nadu,,1,1,,
844101,Patna,Bihar,,0,1,,
635602,Tiruppattur,Tamil Nadu,,0,1,,
466115,Sehore,Madhya Pradesh,,1,1,,
